numer,denom,倒数分解法
77358549042653767568766590245818404524104355670096291597596719842580239752546955999458168081653906501098540525865996647425519476183746437971403590335350161458580883694366010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,3411512012781031149782606629840591639513002085051246459454015345057788573087320759576105212400937276698445637190690452151465408899703217914538898333788942120323416970921541041000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
16245295298957291189440983951621864950061914690720221235495311166941850348034860759886215297147320365230693510431859295959359089998586751973994753970423533906301985575816862100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,716417522684016541454347392266524244297730437860761756485343222462135600348337359510982094604196828106673583810044994951807735868937675762053168650095677845267917563893523618610000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
3411512012781031149782606629840591639513002085051246459454015345057788573087320759576105212400937276698445637190690452151465408899703217914538898333788942120323416970921541041000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,150447679763643473705412952375970091302523391950759968861922076717048476073150845497306239866881333902401452600109448939879624532476911910031165416520092347506262688417639959908100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
716417522684016541454347392266524244297730437860761756485343222462135600348337359510982094604196828106673583810044994951807735868937675762053168650095677845267917563893523618610000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,31594012750365129478136719998953719173529912309659593461003636110580179975361677554434310372045080119504305046022984277374721151820151501106544737469219392976315164567704391580701000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
150447679763643473705412952375970091302523391950759968861922076717048476073150845497306239866881333902401452600109448939879624532476911910031165416520092347506262688417639959908100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,6634742677576677190408711199780281026441281585028514626810763583221837794825952286431205178129466825095904059664826698248691441882231815232374394868536072525026184559217922231947210000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
31594012750365129478136719998953719173529912309659593461003636110580179975361677554434310372045080119504305046022984277374721151820151501106544737469219392976315164567704391580701000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1393295962291102209985829351953859015552669132855988071630260352476585936913449980150553087407188033270139852529613606632225202795268681198798622922392575230255498757435763668708914100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
6634742677576677190408711199780281026441281585028514626810763583221837794825952286431205178129466825095904059664826698248691441882231815232374394868536072525026184559217922231947210000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,292592152081131464097024163910310393266060517899757495042354674020083046751824495831616148355509486986729369031218857392767292587006423051747710813702440798353654739061510370428871961000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
1393295962291102209985829351953859015552669132855988071630260352476585936913449980150553087407188033270139852529613606632225202795268681198798622922392575230255498757435763668708914100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,61444351937037607460375074421165182585872708758949073958894481544217439817883144124639391154656992267213167496555960052481131443271348840867019270877512567654267495202917177790063111810000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
292592152081131464097024163910310393266060517899757495042354674020083046751824495831616148355509486986729369031218857392767292587006423051747710813702440798353654739061510370428871961000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,12903313906777897566678765628444688343033268839379305531367841124285662361755460266174272142477968376114765174276751611021037603086983256582074046884277639207396173992612607335913253480100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
61444351937037607460375074421165182585872708758949073958894481544217439817883144124639391154656992267213167496555960052481131443271348840867019270877512567654267495202917177790063111810000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,2709695920423358489002540781973384552036986456269654161587246636099989095968646655896597149920373358984100686598117838314417896648266483882235549845698304233553196538448647540541783230821000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
12903313906777897566678765628444688343033268839379305531367841124285662361755460266174272142477968376114765174276751611021037603086983256582074046884277639207396173992612607335913253480100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,569036143288905282690533564214410755927767155816627373933321793580997710153415797738285401483278405386661144185604746046027758296135961615269465467596643889046171273074215983513774478472410000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
2709695920423358489002540781973384552036986456269654161587246636099989095968646655896597149920373358984100686598117838314417896648266483882235549845698304233553196538448647540541783230821000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,119497590090670109365012048485026258744831102721491748525997576652009519132217317525039934311488465131198840278976996669665829242188551939206587748195295216699695967345585356537892640479206100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
569036143288905282690533564214410755927767155816627373933321793580997710153415797738285401483278405386661144185604746046027758296135961615269465467596643889046171273074215983513774478472410000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,25094493919040722966652530181855514336414531571513267190459491096921999017765636680258386205412577677551756458585169300629824140859595907233383427121011995506936153142572924872957454500633281000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
119497590090670109365012048485026258744831102721491748525997576652009519132217317525039934311488465131198840278976996669665829242188551939206587748195295216699695967345585356537892640479206100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,5269843722998551822997031338189658010647051630017786109996493130353619793730783702854261103136641312285868856302885553132263069580515140519010519695412519056456592159940314223321065445132989010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
25094493919040722966652530181855514336414531571513267190459491096921999017765636680258386205412577677551756458585169300629824140859595907233383427121011995506936153142572924872957454500633281000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1106667181829695882829376581019828182235880842303735083099263557374260156683464577599394831658694675580032459823605966157775244611908179508992209136036629001855884353587465986897423743477927692100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
5269843722998551822997031338189658010647051630017786109996493130353619793730783702854261103136641312285868856302885553132263069580515140519010519695412519056456592159940314223321065445132989010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,232400108184236135394169082014163918269534976883784367450845347048594632903527561295872914648325881871806816562957252893132801368500717696888363918567692090389735714253367857248458986130364815341000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
1106667181829695882829376581019828182235880842303735083099263557374260156683464577599394831658694675580032459823605966157775244611908179508992209136036629001855884353587465986897423743477927692100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,48804022718689588432775507222974422836602345145594717164677522880204872909740787872133312076148435193079431478221023107557888287385150716346556422899215338981844499993207250022176387087376611221610000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
232400108184236135394169082014163918269534976883784367450845347048594632903527561295872914648325881871806816562957252893132801368500717696888363918567692090389735714253367857248458986130364815341000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,10248844770924813570882856516824628795686492480574890604582279804843023311045565453147995535991171390546680610426414852587156540350881650432776848808835221186187344998573522504657041288349088356538100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
48804022718689588432775507222974422836602345145594717164677522880204872909740787872133312076148435193079431478221023107557888287385150716346556422899215338981844499993207250022176387087376611221610000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,2152257401894210849885399868533172047094163420920727026962278759017034895319568745161079062558145992014802928189547119043302873473685146590883138249855396449099342449700439725977978670553308554873001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
10248844770924813570882856516824628795686492480574890604582279804843023311045565453147995535991171390546680610426414852587156540350881650432776848808835221186187344998573522504657041288349088356538100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,451974054397784278475933972391966129889774318393352675662078539393577328017109436483826603137210658323108614919804894999093603429473880784085459032469633254310861914437092342455375520816194796523330210000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
2152257401894210849885399868533172047094163420920727026962278759017034895319568745161079062558145992014802928189547119043302873473685146590883138249855396449099342449700439725977978670553308554873001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,94914551423534698479946134202312887276852606862604061889036493272651238883592981661603586658814238247852809133159027949809656720189514964657946396818622983405281002031789391915628859371400907269899344100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
451974054397784278475933972391966129889774318393352675662078539393577328017109436483826603137210658323108614919804894999093603429473880784085459032469633254310861914437092342455375520816194796523330210000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,19932055798942286680788688182485706328139047441146852996697663587256760165554526148936753198350990032049089917963395869460027911239798142578168743331910826515109010426675772302282060467994190526678862261000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
94914551423534698479946134202312887276852606862604061889036493272651238883592981661603586658814238247852809133159027949809656720189514964657946396818622983405281002031789391915628859371400907269899344100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,4185731717777880202965624518321998328909199962640839129306509353323919634766450491276718171653707906730308882772313132586605861360357609941415436099701273568172892189601912183479232698278780010602561074810000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
19932055798942286680788688182485706328139047441146852996697663587256760165554526148936753198350990032049089917963395869460027911239798142578168743331910826515109010426675772302282060467994190526678862261000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,879003660733354842622781148847619649070931992154576217154366964198023123300954603168110816047278660413364865382185757843187230885675098087697241580937267449316307359816401558530638866638543802226537825710100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
4185731717777880202965624518321998328909199962640839129306509353323919634766450491276718171653707906730308882772313132586605861360357609941415436099701273568172892189601912183479232698278780010602561074810000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,184590768754004516950784041258000126304895718352461005602417062481584855893200466665303271369928518686806621730259009147069318485991770598416420731996826164356424545561444327291434161994094198467572943399121000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
879003660733354842622781148847619649070931992154576217154366964198023123300954603168110816047278660413364865382185757843187230885675098087697241580937267449316307359816401558530638866638543802226537825710100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,38764061438340948559664648664180026524028100854016811176507583121132819737572097999713686987684988924229390563354391920884556882058271825667448353719333494514849154567903308731201174018759781678190318113815410000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
184590768754004516950784041258000126304895718352461005602417062481584855893200466665303271369928518686806621730259009147069318485991770598416420731996826164356424545561444327291434161994094198467572943399121000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8140452902051599197529576219477805570045901179343530347066592455437892144890140579939874267413847674088172018304422303385756945232237083390164154281060033848118322459259694833552246543939554152419966803901236100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
38764061438340948559664648664180026524028100854016811176507583121132819737572097999713686987684988924229390563354391920884556882058271825667448353719333494514849154567903308731201174018759781678190318113815410000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1709495109430835831481211006090339169709639247662141372883984415641957350426929521787373596156908011558516123843928683711008958498769787511934472399022607108104847716444535915045971774227306372008193028819259581000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
8140452902051599197529576219477805570045901179343530347066592455437892144890140579939874267413847674088172018304422303385756945232237083390164154281060033848118322459259694833552246543939554152419966803901236100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,358993972980475524611054311278971225639024242009049688305636727284811043589655199575348455192950682427288386007225023579311881284741655377506239203794747492702018020453352542159654072587734338121720536052044512010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
1709495109430835831481211006090339169709639247662141372883984415641957350426929521787373596156908011558516123843928683711008958498769787511934472399022607108104847716444535915045971774227306372008193028819259581000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,75388734325899860168321405368583957384195090821900434544183712729810319153827591910823175590519643309730561061517254951655495069795747629276310232796896973467423784295204033853527355243424211005561312570929347522100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
358993972980475524611054311278971225639024242009049688305636727284811043589655199575348455192950682427288386007225023579311881284741655377506239203794747492702018020453352542159654072587734338121720536052044512010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,15831634208438970635347495127402631050680969072599091254278579673260167022303794301272866874009125095043417822918623539847653964657107002148025148887348364428158994701992847109240744601119084311167875639895162979641000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
75388734325899860168321405368583957384195090821900434544183712729810319153827591910823175590519643309730561061517254951655495069795747629276310232796896973467423784295204033853527355243424211005561312570929347522100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,3324643183772183833422973976754552520643003505245809163398501731384635074683796803267302043541916269959117742812910943368007332577992470451085281266343156529913388887418497892940556366235007705345253884377984225724610000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
15831634208438970635347495127402631050680969072599091254278579673260167022303794301272866874009125095043417822918623539847653964657107002148025148887348364428158994701992847109240744601119084311167875639895162979641000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,698175068592158605018824535118456029335030736101619924313685363590773365683597328686133429143802416691414725990711298107281539841378418794727909065932062871281811666357884557517516836909351618122503315719376687402168100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
3324643183772183833422973976754552520643003505245809163398501731384635074683796803267302043541916269959117742812910943368007332577992470451085281266343156529913388887418497892940556366235007705345253884377984225724610000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,146616764404353307053953152374875766160356454581340184105873926354062406793555439024088020120198507505197092458049372602529123366689467946892860903845733202969180449935155757078678535750963839805725696301069104354455301000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
698175068592158605018824535118456029335030736101619924313685363590773365683597328686133429143802416691414725990711298107281539841378418794727909065932062871281811666357884557517516836909351618122503315719376687402168100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,30789520524914194481330161998723910893674855462081438662233524534353105426646642195058484225241686576091389416190368246531115907004788268847500789807603972623527894486382708986522492507702406359202396223224511914435613210000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
146616764404353307053953152374875766160356454581340184105873926354062406793555439024088020120198507505197092458049372602529123366689467946892860903845733202969180449935155757078678535750963839805725696301069104354455301000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,6465799310231980841079334019732021287671719647037102119069040152214152139595794860962281687300754180979191777399977331771534340471005536457975165859596834250940857842140368887169723426617505335432503206877147502031478774100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
30789520524914194481330161998723910893674855462081438662233524534353105426646642195058484225241686576091389416190368246531115907004788268847500789807603972623527894486382708986522492507702406359202396223224511914435613210000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1357817855148715976626660144143724470411061125877791445004498431964971949315116920802079154333158378005630273253995239672022211498911162656174784830515335192697580146849477466305641919589676120440825673444200975426610542561000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
6465799310231980841079334019732021287671719647037102119069040152214152139595794860962281687300754180979191777399977331771534340471005536457975165859596834250940857842140368887169723426617505335432503206877147502031478774100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,285141749581230355091598630270182138786322836434336203450944670712644109356174553368436622409963259381182357383339000331124664414771344157796704814408220390466491830838390267924184803113831985292573391423282204839588213937810000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
1357817855148715976626660144143724470411061125877791445004498431964971949315116920802079154333158378005630273253995239672022211498911162656174784830515335192697580146849477466305641919589676120440825673444200975426610542561000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,59879767412058374569235712356738249145127795651210602724698380849655262964796656207371690706092284470048295050501190069536179527101982273137308011025726281997963284476061956264078808653904716911440412198889263016313524926940100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
285141749581230355091598630270182138786322836434336203450944670712644109356174553368436622409963259381182357383339000331124664414771344157796704814408220390466491830838390267924184803113831985292573391423282204839588213937810000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,12574751156532258659539499594915032320476837086754226572186659978427605222607297803548055048279379738710141960605249914602597700691416277358834682315402519219572289739973010815456549817319990551402486561766745233425840234657421000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
59879767412058374569235712356738249145127795651210602724698380849655262964796656207371690706092284470048295050501190069536179527101982273137308011025726281997963284476061956264078808653904716911440412198889263016313524926940100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,2640697742871774318503294914932156787300135788218387580159198595469797096747532538745091560138669745129129811727102482066545517145197418245355283286234529036110180845394332271245875461637198015794522177971016499019426449278058410000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
12574751156532258659539499594915032320476837086754226572186659978427605222607297803548055048279379738710141960605249914602597700691416277358834682315402519219572289739973010815456549817319990551402486561766745233425840234657421000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,554546526003072606885691932135752925333028515525861391833431705048657390316981833136469227629120646477117260462691521233974558600491457831524609490109251097583137977532809776961633846943811583316849657373913464794079554348392266100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
2640697742871774318503294914932156787300135788218387580159198595469797096747532538745091560138669745129129811727102482066545517145197418245355283286234529036110180845394332271245875461637198015794522177971016499019426449278058410000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,116454770460645247445995305748508114319935988260430892285020658060218051966566184958658537802115335760194624697165219459134657306103206144620167992922942730492458975281890053161943107858200432496538428048521827606756706413162375881000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
554546526003072606885691932135752925333028515525861391833431705048657390316981833136469227629120646477117260462691521233974558600491457831524609490109251097583137977532809776961633846943811583316849657373913464794079554348392266100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,24455501796735501963659014207186704007186557534690487379854338192645790912978898841318292938444220509640871186404696086418278034281673290370235278513817973403416384809196911164008052650222090824273069890189583797418908346764098935010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
116454770460645247445995305748508114319935988260430892285020658060218051966566184958658537802115335760194624697165219459134657306103206144620167992922942730492458975281890053161943107858200432496538428048521827606756706413162375881000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,5135655377314455412368392983509207841509177082285002349769411020455616091725568756676841517073286307024582949144986178147838387199151390977749408487901774414717440809931351344441691056546639073097344676939812597457970752820460776352100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
24455501796735501963659014207186704007186557534690487379854338192645790912978898841318292938444220509640871186404696086418278034281673290370235278513817973403416384809196911164008052650222090824273069890189583797418908346764098935010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1078487629236035636597362526536933646716927187279850493451576314295679379262369438902136718585390124475162419320447097411046061311821792105327375782459372627090662570085583782332755121874794205350442382157360645466173858092296763033941000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
5135655377314455412368392983509207841509177082285002349769411020455616091725568756676841517073286307024582949144986178147838387199151390977749408487901774414717440809931351344441691056546639073097344676939812597457970752820460776352100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,226482402139567483685446130572756065810554709328768603624831026002092669645097582169448710902931926139784108057293890456319672875482576342118748914316468251689039139717972594289878575593706783123592900253045735547896510199382320237127610000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
1078487629236035636597362526536933646716927187279850493451576314295679379262369438902136718585390124475162419320447097411046061311821792105327375782459372627090662570085583782332755121874794205350442382157360645466173858092296763033941000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,47561304449309171573943687420278773820216488959041406761214515460439460625470492255584229289615704489354662692031716995827131303851341031844937272006458332854698219340774244800874500874678424455954509053139604465058267141870287249796798100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
226482402139567483685446130572756065810554709328768603624831026002092669645097582169448710902931926139784108057293890456319672875482576342118748914316468251689039139717972594289878575593706783123592900253045735547896510199382320237127610000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,9987873934354926030528174358258542502245462681398695419855048246692286731348803373672688150819297942764479165326660569123697573808781616687436827121356249899486626061562591408183645183682469135750446901159316937662236099792760322457327601000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
47561304449309171573943687420278773820216488959041406761214515460439460625470492255584229289615704489354662692031716995827131303851341031844937272006458332854698219340774244800874500874678424455954509053139604465058267141870287249796798100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,2097453526214534466410916615234293925471547163093726038169560131805380213583248708471264511672052567980540624718598719515976490499844139504361733695484812478892191472928144195718565488573318518507593849243456556909069580956479667716038796210000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
9987873934354926030528174358258542502245462681398695419855048246692286731348803373672688150819297942764479165326660569123697573808781616687436827121356249899486626061562591408183645183682469135750446901159316937662236099792760322457327601000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,440465240505052237946292489199201724349024904249682468015607627679129844852482228778965547451131039275913531190905731098355063004967269295915964076051810620567360209314910281100898752600396888886594708341125876950904612000860730220368147204100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
2097453526214534466410916615234293925471547163093726038169560131805380213583248708471264511672052567980540624718598719515976490499844139504361733695484812478892191472928144195718565488573318518507593849243456556909069580956479667716038796210000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,92497700506060969968721422731832362113295229892433318283277601812617267419021268043582764964737518247941841550090203530654563231043126552142352455970880230319145643956131159031188738046083346666184888751636434159689968520180753346277310912861000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
440465240505052237946292489199201724349024904249682468015607627679129844852482228778965547451131039275913531190905731098355063004967269295915964076051810620567360209314910281100898752600396888886594708341125876950904612000860730220368147204100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,19424517106272803693431498773684796043791998277410996839488296380649626157994466289152380642594878832067786725518942741437458278519056575949894015753884848367020585230787543396549634989677502799898826637843651173534893389237958202718235291700810000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
92497700506060969968721422731832362113295229892433318283277601812617267419021268043582764964737518247941841550090203530654563231043126552142352455970880230319145643956131159031188738046083346666184888751636434159689968520180753346277310912861000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,4079148592317288775620614742473807169196319638256309336292542239936421493178837920721999934944924554734235212358977975701866238489001880949477743308315818157074322898465384113275423347832275587978753593947166746442327611739971222570829411257170100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
19424517106272803693431498773684796043791998277410996839488296380649626157994466289152380642594878832067786725518942741437458278519056575949894015753884848367020585230787543396549634989677502799898826637843651173534893389237958202718235291700810000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,856621204386630642880329095919499505531227124033824960621433870386648513567555963351619986338434156494189394595385374897391910082690394999390326094746321812985607808677730663787838903044777873475538254728905016752888798465393956739874176364005721000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
