numer,denom,倒数分解法
4079148592317288775620614742473807169196319638256309336292542239936421493178837920721999934944924554734235212358977975701866238489001880949477743308315818157074322898465384113275423347832275587978753593947166746442327611739971222570829411257170100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,179890452921192435004869110143094896161557696047103241730501112781196187849186752303840197131071172863779772865030928728452301117364982949871968479896727580726977639822323439395446169639403353429863033493070053518106647677732730915373577036441201410000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
856621204386630642880329095919499505531227124033824960621433870386648513567555963351619986338434156494189394595385374897391910082690394999390326094746321812985607808677730663787838903044777873475538254728905016752888798465393956739874176364005721000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,37776995113450411351022513130049928193927116169891680763405233684051199448329217983806441397524946301393752301656495032974983234646646419473113380778312791952665304362687922273043695624274704220271237033544711238802396012323873492228451177652652296100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
179890452921192435004869110143094896161557696047103241730501112781196187849186752303840197131071172863779772865030928728452301117364982949871968479896727580726977639822323439395446169639403353429863033493070053518106647677732730915373577036441201410000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7933168973824586383714727757310484920724694395677252960315099073650751884149135776599352693480238723292687983347863956924746479275795748089353809963445686310059713916164463677339176081097687886256959777044389360148503162588013433367974747307056982181000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
37776995113450411351022513130049928193927116169891680763405233684051199448329217983806441397524946301393752301656495032974983234646646419473113380778312791952665304362687922273043695624274704220271237033544711238802396012323873492228451177652652296100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1665965484503163140580092829035201833352185823092223121666170805466657895671318513085864065630850131891464476503051430954196760647917107098764300092323594125112539922394537372241226977030514456113961553179321765631185664143482821007274696934481966258010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
7933168973824586383714727757310484920724694395677252960315099073650751884149135776599352693480238723292687983347863956924746479275795748089353809963445686310059713916164463677339176081097687886256959777044389360148503162588013433367974747307056982181000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,349852751745664259521819494097392385003959022849366855549895869147998158090976887748031453782478527697207540065640800500381319736062592490740503019387954766273633383702852848170657665176408035783931926167657570782548989470131392411527686356241212914182100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
1665965484503163140580092829035201833352185823092223121666170805466657895671318513085864065630850131891464476503051430954196760647917107098764300092323594125112539922394537372241226977030514456113961553179321765631185664143482821007274696934481966258010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,73469077866589494499582093760452400850831394798367039665478132521079613199105146427086605294320490816413583413784568105080077144573144423055505634071470500917463010577599098115838109687045687514625704495208089864335287788727592406420814134810654711978241000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
349852751745664259521819494097392385003959022849366855549895869147998158090976887748031453782478527697207540065640800500381319736062592490740503019387954766273633383702852848170657665176408035783931926167657570782548989470131392411527686356241212914182100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,15428506351983793844912239689695004178674592907657078329750407829426718771812080749688187111807303071446852516894759302066816200360360328841656183155008805192667232221295810604326003034279594378071397943993698871510410435632794405348370968310237489515430610000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
73469077866589494499582093760452400850831394798367039665478132521079613199105146427086605294320490816413583413784568105080077144573144423055505634071470500917463010577599098115838109687045687514625704495208089864335287788727592406420814134810654711978241000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,3239986333916596707431570334835950877521664510607986449247585644179610942080536957434519293479533645003839028547899453434031402075675669056747798462551849090460118766472120226908460637198714819394993568238676763017186191482886825123157903345149872798240428100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
15428506351983793844912239689695004178674592907657078329750407829426718771812080749688187111807303071446852516894759302066816200360360328841656183155008805192667232221295810604326003034279594378071397943993698871510410435632794405348370968310237489515430610000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,680397130122485308560629770315549684279549547227677154341992985277718297836912761061249051630702065450806195995058885221146594435891890501917037677135888308996624940959145247650776733811730112072948649330122120233609100211406233275863159702481473287630489901000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
3239986333916596707431570334835950877521664510607986449247585644179610942080536957434519293479533645003839028547899453434031402075675669056747798462551849090460118766472120226908460637198714819394993568238676763017186191482886825123157903345149872798240428100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,142883397325721914797732251766265433698705404917812202411818526908320842545751679822862300842447433744669301158962365896440784831537297005402577912198536544889291237601420502006663114100463323535319216359325645249057911044395308987931263537521109390402402879210000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
680397130122485308560629770315549684279549547227677154341992985277718297836912761061249051630702065450806195995058885221146594435891890501917037677135888308996624940959145247650776733811730112072948649330122120233609100211406233275863159702481473287630489901000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,30005513438401602107523772870915741076728135032740562506481890650747376934607852762801083176913961086380553243382096838252564814622832371134541361561692674426751159896298305421399253961097297942417035435458385502302161319323014887465565342879432971984504604634100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
142883397325721914797732251766265433698705404917812202411818526908320842545751679822862300842447433744669301158962365896440784831537297005402577912198536544889291237601420502006663114100463323535319216359325645249057911044395308987931263537521109390402402879210000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,6301157822064336442579992302892305626112908356875518126361197036656949156267649080188227467151931828139916181110240336033038611070794797938253685927955461629617743578222644138493843331830432567907577441446260955483453877057833126367768722004680924116745966973161000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
30005513438401602107523772870915741076728135032740562506481890650747376934607852762801083176913961086380553243382096838252564814622832371134541361561692674426751159896298305421399253961097297942417035435458385502302161319323014887465565342879432971984504604634100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1323243142633510652941798383607384181483710754943858806535851377697959322816206306839527768101905683909382398033150470566938108324866907567033274044870646942219726151426755269083707099684390839260591262703714800651525314182144956537231431620982994064516653064363810000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
6301157822064336442579992302892305626112908356875518126361197036656949156267649080188227467151931828139916181110240336033038611070794797938253685927955461629617743578222644138493843331830432567907577441446260955483453877057833126367768722004680924116745966973161000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,277881059953037237117777660557550678111579258538210349372528789316571457791403324436300831301400193620970303586961598819057002748222050589076987549422835857866142491799618606507578490933722076244724165167780108136820315978250440872818600640406428753548497143516400100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
1323243142633510652941798383607384181483710754943858806535851377697959322816206306839527768101905683909382398033150470566938108324866907567033274044870646942219726151426755269083707099684390839260591262703714800651525314182144956537231431620982994064516653064363810000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,58355022590137819794733308717085642403431644293024173368231045756480006136194698131623174573294040660403763753261935752001970577126630623706167385378795530151889923277919907366591483096081636011392074685233822708732266355432592583291906134485350038245184400138444021000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
277881059953037237117777660557550678111579258538210349372528789316571457791403324436300831301400193620970303586961598819057002748222050589076987549422835857866142491799618606507578490933722076244724165167780108136820315978250440872818600640406428753548497143516400100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,12254554743928942156893994830587984904720645301535076407328519608860801288600886607640866660391748538684790388185006507920413821196592430978295150929547061331896883888363180546984211450177143562392335683899102768833775934640844442491300288241923508031488724029073244410000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
58355022590137819794733308717085642403431644293024173368231045756480006136194698131623174573294040660403763753261935752001970577126630623706167385378795530151889923277919907366591483096081636011392074685233822708732266355432592583291906134485350038245184400138444021000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,2573456496225077852947738914423476829991335513322366045538989117860768270606186187604581998682267193123805981518851366663286902451284410505441981695204882879698345616556267914866684404537200148102390493618811581455092946274577332923173060530803936686612632046105381326100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
12254554743928942156893994830587984904720645301535076407328519608860801288600886607640866660391748538684790388185006507920413821196592430978295150929547061331896883888363180546984211450177143562392335683899102768833775934640844442491300288241923508031488724029073244410000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,540425864207266349119025172028930134298180457797696869563187714750761336827299099396962219723276110555999256118958786999290249514769726206142816155993025404736652579476816262122003724952812031101502003659950432105569518717661239913866342711468826704188652729682130078481000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
